m	283	510	150	200	0	0	3600s	100	1	8054
m	130	540	150	200	0	0	3600s	100	1	8054
m	338	1325	150	200	0	0	3600s	100	1	8054
m	281	427	150	200	0	0	3600s	100	1	8054
m	178	231	150	200	0	0	3600s	100	1	8054
m	417	213	150	200	0	0	3600s	100	1	8054
m	751	122	150	200	0	0	3600s	100	1	8054
m	725	380	150	200	0	0	3600s	100	1	8054
m	631	231	150	200	0	0	3600s	100	1	8054
m	836	297	150	200	0	0	3600s	100	1	8054
m	929	584	150	200	0	0	3600s	100	1	8054
m	670	1100	150	200	0	0	3600s	100	1	8054
m	654	1162	150	200	0	0	3600s	100	1	8054
m	593	1065	150	200	0	0	3600s	100	1	8054
m	716	795	150	200	0	0	3600s	100	1	8054
m	729	649	150	200	0	0	3600s	100	1	8054
m	783	125	150	200	0	0	3600s	100	1	8054
m	380	160	150	200	0	0	3600s	100	1	8054
m	212	786	150	200	0	0	3600s	100	1	8054
m	283	510	150	200	0	0	3600s	100	1	8055
m	130	540	150	200	0	0	3600s	100	1	8055
m	338	1325	150	200	0	0	3600s	100	1	8055
m	281	427	150	200	0	0	3600s	100	1	8055
m	178	231	150	200	0	0	3600s	100	1	8055
m	417	213	150	200	0	0	3600s	100	1	8055
m	751	122	150	200	0	0	3600s	100	1	8055
m	725	380	150	200	0	0	3600s	100	1	8055
m	631	231	150	200	0	0	3600s	100	1	8055
m	836	297	150	200	0	0	3600s	100	1	8055
m	929	584	150	200	0	0	3600s	100	1	8055
m	670	1100	150	200	0	0	3600s	100	1	8055
m	654	1162	150	200	0	0	3600s	100	1	8055
m	593	1065	150	200	0	0	3600s	100	1	8055
m	716	795	150	200	0	0	3600s	100	1	8055
m	729	649	150	200	0	0	3600s	100	1	8055
m	783	125	150	200	0	0	3600s	100	1	8055
m	380	160	150	200	0	0	3600s	100	1	8055
m	212	786	150	200	0	0	3600s	100	1	8055
