PAWN						S_PAWN						KNIGHT						S_KNIGHT					
초급검	1	15	0.08	11	5000	초급검	1	15	0.104	11	3846	초급검	1	15	0.12	11	3333	초급검	1	15	0.32	11	1250
	1	15	0.04	12	10000		1	15	0.052	12	7692		1	15	0.06	12	6666		1	15	0.16	12	2500
	1	15	0.2	20	2000		1	15	0.26	20	1538		1	15	0.3	20	1333		1	15	0.8	20	500
	1	15	0.08	21	5000		1	15	0.104	21	3846		1	15	0.12	21	3333		1	15	0.32	21	1250
	1	15	0.04	22	10000		1	15	0.052	22	7692		1	15	0.06	22	6666		1	15	0.16	22	2500
	1	15	0.2	30	2000		1	15	0.26	30	1538		1	15	0.3	30	1333		1	15	0.8	30	500
	1	15	0.08	31	5000		1	15	0.104	31	3846		1	15	0.12	31	3333		1	15	0.32	31	1250
	1	15	0.04	32	10000		1	15	0.052	32	7692		1	15	0.06	32	6666		1	15	0.16	32	2500
초급두손검	1	15	0.08	1001	5000	초급두손검	1	15	0.104	1001	3846	초급두손검	1	15	0.12	1001	3333	초급두손검	1	15	0.32	1001	1250
	1	15	0.04	1002	10000		1	15	0.052	1002	7692		1	15	0.06	1002	6666		1	15	0.16	1002	2500
	1	15	0.2	1010	2000		1	15	0.26	1010	1538		1	15	0.3	1010	1333		1	15	0.8	1010	500
	1	15	0.08	1011	5000		1	15	0.104	1011	3846		1	15	0.12	1011	3333		1	15	0.32	1011	1250
	1	15	0.04	1012	10000		1	15	0.052	1012	7692		1	15	0.06	1012	6666		1	15	0.16	1012	2500
초급활	1	15	0.2	2000	2000	초급활	1	15	0.26	2000	1538	초급활	1	15	0.3	2000	1333	초급활	1	15	0.8	2000	500
	1	15	0.08	2001	5000		1	15	0.104	2001	3846		1	15	0.12	2001	3333		1	15	0.32	2001	1250
	1	15	0.04	2002	10000		1	15	0.052	2002	7692		1	15	0.06	2002	6666		1	15	0.16	2002	2500
	1	15	0.2	2010	2000		1	15	0.26	2010	1538		1	15	0.3	2010	1333		1	15	0.8	2010	500
	1	15	0.08	2011	5000		1	15	0.104	2011	3846		1	15	0.12	2011	3333		1	15	0.32	2011	1250
	1	15	0.04	2012	10000		1	15	0.052	2012	7692		1	15	0.06	2012	6666		1	15	0.16	2012	2500
	1	15	0.2	2020	2000		1	15	0.26	2020	1538		1	15	0.3	2020	1333		1	15	0.8	2020	500
	1	15	0.08	2021	5000		1	15	0.104	2021	3846		1	15	0.12	2021	3333		1	15	0.32	2021	1250
	1	15	0.04	2022	10000		1	15	0.052	2022	7692		1	15	0.06	2022	6666		1	15	0.16	2022	2500
초급양손검	1	15	0.2	3000	2000	초급양손검	1	15	0.26	3000	1538	초급양손검	1	15	0.3	3000	1333	초급양손검	1	15	0.8	3000	500
	1	15	0.08	3001	5000		1	15	0.104	3001	3846		1	15	0.12	3001	3333		1	15	0.32	3001	1250
	1	15	0.04	3002	10000		1	15	0.052	3002	7692		1	15	0.06	3002	6666		1	15	0.16	3002	2500
	1	15	0.2	3010	2000		1	15	0.26	3010	1538		1	15	0.3	3010	1333		1	15	0.8	3010	500
	1	15	0.08	3011	5000		1	15	0.104	3011	3846		1	15	0.12	3011	3333		1	15	0.32	3011	1250
	1	15	0.04	3012	10000		1	15	0.052	3012	7692		1	15	0.06	3012	6666		1	15	0.16	3012	2500
	1	15	0.2	3020	2000		1	15	0.26	3020	1538		1	15	0.3	3020	1333		1	15	0.8	3020	500
	1	15	0.08	3021	5000		1	15	0.104	3021	3846		1	15	0.12	3021	3333		1	15	0.32	3021	1250
	1	15	0.04	3022	10000		1	15	0.052	3022	7692		1	15	0.06	3022	6666		1	15	0.16	3022	2500
	1	15	0.2	4000	2000		1	15	0.26	4000	1538		1	15	0.3	4000	1333		1	15	0.8	4000	500
	1	15	0.08	4001	5000		1	15	0.104	4001	3846		1	15	0.12	4001	3333		1	15	0.32	4001	1250
	1	15	0.04	4002	10000		1	15	0.052	4002	7692		1	15	0.06	4002	6666		1	15	0.16	4002	2500
초급방울	1	15	0.2	5000	2000	초급방울	1	15	0.26	5000	1538	초급방울	1	15	0.3	5000	1333	초급방울	1	15	0.8	5000	500
	1	15	0.08	5001	5000		1	15	0.104	5001	3846		1	15	0.12	5001	3333		1	15	0.32	5001	1250
	1	15	0.04	5002	10000		1	15	0.052	5002	7692		1	15	0.06	5002	6666		1	15	0.16	5002	2500
	1	15	0.2	5010	2000		1	15	0.26	5010	1538		1	15	0.3	5010	1333		1	15	0.8	5010	500
	1	15	0.08	5011	5000		1	15	0.104	5011	3846		1	15	0.12	5011	3333		1	15	0.32	5011	1250
	1	15	0.04	5012	10000		1	15	0.052	5012	7692		1	15	0.06	5012	6666		1	15	0.16	5012	2500
초급부채	1	15	0.08	7001	5000	초급부채	1	15	0.104	7001	3846	초급부채	1	15	0.12	7001	3333	초급부채	1	15	0.32	7001	1250
	1	15	0.04	7002	10000		1	15	0.052	7002	7692		1	15	0.06	7002	6666		1	15	0.16	7002	2500
	1	15	0.2	7010	2000		1	15	0.26	7010	1538		1	15	0.3	7010	1333		1	15	0.8	7010	500
	1	15	0.08	7011	5000		1	15	0.104	7011	3846		1	15	0.12	7011	3333		1	15	0.32	7011	1250
	1	15	0.04	7012	10000		1	15	0.052	7012	7692		1	15	0.06	7012	6666		1	15	0.16	7012	2500
	1	15	0.2	7020	2000		1	15	0.26	7020	1538		1	15	0.3	7020	1333		1	15	0.8	7020	500
	1	15	0.08	7021	5000		1	15	0.104	7021	3846		1	15	0.12	7021	3333		1	15	0.32	7021	1250
	1	15	0.04	7022	10000		1	15	0.052	7022	7692		1	15	0.06	7022	6666		1	15	0.16	7022	2500
	1	15	0.2	7030	2000		1	15	0.26	7030	1538		1	15	0.3	7030	1333		1	15	0.8	7030	500
	1	15	0.08	7031	5000		1	15	0.104	7031	3846		1	15	0.12	7031	3333		1	15	0.32	7031	1250
	1	15	0.04	7032	10000		1	15	0.052	7032	7692		1	15	0.06	7032	6666		1	15	0.16	7032	2500
초급무사갑옷	1	15	0.08	11200	5000	초급무사갑옷	1	15	0.104	11200	3846	초급무사갑옷	1	15	0.12	11200	3333	초급무사갑옷	1	15	0.32	11200	1250
	1	15	0.013333333	11201	30000		1	15	0.017333333	11201	23076		1	15	0.02	11201	20000		1	15	0.053333333	11201	7500
	1	15	0.008	11202	50000		1	15	0.0104	11202	38461		1	15	0.012	11202	33333		1	15	0.032	11202	12500
초급자객갑옷	1	15	0.08	11400	5000	초급자객갑옷	1	15	0.104	11400	3846	초급자객갑옷	1	15	0.12	11400	3333	초급자객갑옷	1	15	0.32	11400	1250
	1	15	0.013333333	11401	30000		1	15	0.017333333	11401	23076		1	15	0.02	11401	20000		1	15	0.053333333	11401	7500
	1	15	0.008	11402	50000		1	15	0.0104	11402	38461		1	15	0.012	11402	33333		1	15	0.032	11402	12500
초급수라갑옷	1	15	0.08	11600	5000	초급수라갑옷	1	15	0.104	11600	3846	초급수라갑옷	1	15	0.12	11600	3333	초급수라갑옷	1	15	0.32	11600	1250
	1	15	0.013333333	11601	30000		1	15	0.017333333	11601	23076		1	15	0.02	11601	20000		1	15	0.053333333	11601	7500
	1	15	0.008	11602	50000		1	15	0.0104	11602	38461		1	15	0.012	11602	33333		1	15	0.032	11602	12500
