ma	368	236	0	0	0	0	1s	100	1	2221
ma	370	242	0	0	0	0	1s	100	1	2221
ma	376	235	0	0	0	0	1s	100	1	2221
ma	385	217	0	0	0	0	1s	100	1	2221
ma	382	223	0	0	0	0	1s	100	1	2221
ma	392	218	0	0	0	0	1s	100	1	2221
ma	393	199	0	0	0	0	1s	100	1	2221
ma	401	203	0	0	0	0	1s	100	1	2221
ma	401	190	0	0	0	0	1s	100	1	2221
ma	398	176	0	0	0	0	1s	100	1	2221
ma	399	167	0	0	0	0	1s	100	1	2221
ma	393	170	0	0	0	0	1s	100	1	2221
ma	384	153	0	0	0	0	1s	100	1	2221
ma	379	158	0	0	0	0	1s	100	1	2221
ma	387	157	0	0	0	0	1s	100	1	2221
ma	367	149	0	0	0	0	1s	100	1	2221
ma	366	154	0	0	0	0	1s	100	1	2221
ma	357	151	0	0	0	0	1s	100	1	2221
ma	351	133	0	0	0	0	1s	100	1	2221
ma	348	139	0	0	0	0	1s	100	1	2221
ma	334	133	0	0	0	0	1s	100	1	2221
ma	337	119	0	0	0	0	1s	100	1	2221
ma	343	129	0	0	0	0	1s	100	1	2221
ma	226	141	0	0	0	0	1s	100	1	2221
ma	228	143	0	0	0	0	1s	100	1	2221
ma	222	145	0	0	0	0	1s	100	1	2221
ma	213	166	0	0	0	0	1s	100	1	2221
ma	216	159	0	0	0	0	1s	100	1	2221
ma	216	174	0	0	0	0	1s	100	1	2221
ma	220	193	0	0	0	0	1s	100	1	2221
ma	216	198	0	0	0	0	1s	100	1	2221
ma	223	202	0	0	0	0	1s	100	1	2221
ma	232	224	0	0	0	0	1s	100	1	2221
ma	237	231	0	0	0	0	1s	100	1	2221
ma	232	229	0	0	0	0	1s	100	1	2221
ma	245	250	0	0	0	0	1s	100	1	2221
ma	240	240	0	0	0	0	1s	100	1	2221
ma	248	247	0	0	0	0	1s	100	1	2221
ma	250	265	0	0	0	0	1s	100	1	2221
ma	252	258	0	0	0	0	1s	100	1	2221
ma	254	271	0	0	0	0	1s	100	1	2221
ma	261	274	0	0	0	0	1s	100	1	2221
ma	254	281	0	0	0	0	1s	100	1	2221
ma	262	281	0	0	0	0	1s	100	1	2221
ma	257	289	0	0	0	0	1s	100	1	2221
ma	248	294	0	0	0	0	1s	100	1	2221
ma	264	297	0	0	0	0	1s	100	1	2221
ma	263	289	0	0	0	0	1s	100	1	2221
ma	254	301	0	0	0	0	1s	100	1	2221
ma	273	448	0	0	0	0	1s	100	1	2221
ma	267	445	0	0	0	0	1s	100	1	2221
ma	267	438	0	0	0	0	1s	100	1	2221
ma	272	440	0	0	0	0	1s	100	1	2221
ma	277	434	0	0	0	0	1s	100	1	2221
ma	272	302	0	0	0	0	1s	100	1	2221
ma	270	308	0	0	0	0	1s	100	1	2221
ma	275	313	0	0	0	0	1s	100	1	2221
ma	273	328	0	0	0	0	1s	100	1	2221
ma	276	331	0	0	0	0	1s	100	1	2221
ma	275	338	0	0	0	0	1s	100	1	2221
ma	277	358	0	0	0	0	1s	100	1	2221
ma	280	352	0	0	0	0	1s	100	1	2221
ma	279	366	0	0	0	0	1s	100	1	2221
ma	283	384	0	0	0	0	1s	100	1	2221
ma	280	378	0	0	0	0	1s	100	1	2221
ma	281	388	0	0	0	0	1s	100	1	2221
ma	283	405	0	0	0	0	1s	100	1	2221
ma	283	414	0	0	0	0	1s	100	1	2221
ma	278	422	0	0	0	0	1s	100	1	2221
ma	243	313	0	0	0	0	1s	100	1	2221
ma	237	323	0	0	0	0	1s	100	1	2221
ma	239	318	0	0	0	0	1s	100	1	2221
ma	225	336	0	0	0	0	1s	100	1	2221
ma	223	348	0	0	0	0	1s	100	1	2221
ma	216	342	0	0	0	0	1s	100	1	2221
ma	216	361	0	0	0	0	1s	100	1	2221
ma	220	366	0	0	0	0	1s	100	1	2221
ma	216	377	0	0	0	0	1s	100	1	2221
ma	215	392	0	0	0	0	1s	100	1	2221
ma	223	393	0	0	0	0	1s	100	1	2221
ma	222	401	0	0	0	0	1s	100	1	2221
ma	233	410	0	0	0	0	1s	100	1	2221
ma	233	418	0	0	0	0	1s	100	1	2221
ma	240	415	0	0	0	0	1s	100	1	2221
ma	242	422	0	0	0	0	1s	100	1	2221
ma	245	425	0	0	0	0	1s	100	1	2221
ma	247	431	0	0	0	0	1s	100	1	2221
ma	254	437	0	0	0	0	1s	100	1	2221
ma	281	459	0	0	0	0	1s	100	1	2221
ma	274	458	0	0	0	0	1s	100	1	2221
ma	286	470	0	0	0	0	1s	100	1	2221
ma	279	466	0	0	0	0	1s	100	1	2221
ma	278	478	0	0	0	0	1s	100	1	2221
ma	288	485	0	0	0	0	1s	100	1	2221
ma	279	495	0	0	0	0	1s	100	1	2221
ma	375	228	0	0	0	0	1s	100	1	2222
ma	376	239	0	0	0	0	1s	100	1	2222
ma	387	222	0	0	0	0	1s	100	1	2222
ma	387	211	0	0	0	0	1s	100	1	2222
ma	401	195	0	0	0	0	1s	100	1	2222
ma	393	203	0	0	0	0	1s	100	1	2222
ma	402	172	0	0	0	0	1s	100	1	2222
ma	401	179	0	0	0	0	1s	100	1	2222
ma	383	161	0	0	0	0	1s	100	1	2222
ma	392	160	0	0	0	0	1s	100	1	2222
ma	359	145	0	0	0	0	1s	100	1	2222
ma	372	152	0	0	0	0	1s	100	1	2222
ma	344	136	0	0	0	0	1s	100	1	2222
ma	343	120	0	0	0	0	1s	100	1	2222
ma	331	127	0	0	0	0	1s	100	1	2222
ma	337	121	0	0	0	0	1s	100	1	2222
ma	339	126	0	0	0	0	1s	100	1	2222
ma	217	151	0	0	0	0	1s	100	1	2222
ma	219	153	0	0	0	0	1s	100	1	2222
ma	216	181	0	0	0	0	1s	100	1	2222
ma	216	166	0	0	0	0	1s	100	1	2222
ma	216	188	0	0	0	0	1s	100	1	2222
ma	225	208	0	0	0	0	1s	100	1	2222
ma	236	226	0	0	0	0	1s	100	1	2222
ma	228	217	0	0	0	0	1s	100	1	2222
ma	243	245	0	0	0	0	1s	100	1	2222
ma	250	252	0	0	0	0	1s	100	1	2222
ma	255	264	0	0	0	0	1s	100	1	2222
ma	248	255	0	0	0	0	1s	100	1	2222
ma	257	269	0	0	0	0	1s	100	1	2222
ma	256	275	0	0	0	0	1s	100	1	2222
ma	258	290	0	0	0	0	1s	100	1	2222
ma	253	294	0	0	0	0	1s	100	1	2222
ma	248	306	0	0	0	0	1s	100	1	2222
ma	261	300	0	0	0	0	1s	100	1	2222
ma	255	293	0	0	0	0	1s	100	1	2222
ma	276	321	0	0	0	0	1s	100	1	2222
ma	277	344	0	0	0	0	1s	100	1	2222
ma	278	348	0	0	0	0	1s	100	1	2222
ma	282	359	0	0	0	0	1s	100	1	2222
ma	280	371	0	0	0	0	1s	100	1	2222
ma	282	393	0	0	0	0	1s	100	1	2222
ma	282	397	0	0	0	0	1s	100	1	2222
ma	233	329	0	0	0	0	1s	100	1	2222
ma	223	341	0	0	0	0	1s	100	1	2222
ma	214	352	0	0	0	0	1s	100	1	2222
ma	212	368	0	0	0	0	1s	100	1	2222
ma	220	354	0	0	0	0	1s	100	1	2222
ma	214	383	0	0	0	0	1s	100	1	2222
ma	228	403	0	0	0	0	1s	100	1	2222
ma	237	420	0	0	0	0	1s	100	1	2222
ma	236	413	0	0	0	0	1s	100	1	2222
ma	243	429	0	0	0	0	1s	100	1	2222
ma	262	437	0	0	0	0	1s	100	1	2222
ma	276	441	0	0	0	0	1s	100	1	2222
ma	283	422	0	0	0	0	1s	100	1	2222
ma	280	429	0	0	0	0	1s	100	1	2222
ma	265	441	0	0	0	0	1s	100	1	2222
ma	277	446	0	0	0	0	1s	100	1	2222
ma	280	454	0	0	0	0	1s	100	1	2222
ma	273	450	0	0	0	0	1s	100	1	2222
ma	284	473	0	0	0	0	1s	100	1	2222
ma	287	479	0	0	0	0	1s	100	1	2222
ma	279	492	0	0	0	0	1s	100	1	2222
ma	266	535	0	0	0	0	1s	100	1	2222
ma	255	546	0	0	0	0	1s	100	1	2222
ma	244	563	0	0	0	0	1s	100	1	2222
ma	239	583	0	0	0	0	1s	100	1	2222
ma	246	604	0	0	0	0	1s	100	1	2222
ma	258	620	0	0	0	0	1s	100	1	2222
ma	264	630	0	0	0	0	1s	100	1	2222
ma	272	640	0	0	0	0	1s	100	1	2222
ma	282	655	0	0	0	0	1s	100	1	2222
ma	285	679	0	0	0	0	1s	100	1	2222
ma	277	695	0	0	0	0	1s	100	1	2222
ma	265	710	0	0	0	0	1s	100	1	2222
ma	257	723	0	0	0	0	1s	100	1	2222
ma	248	743	0	0	0	0	1s	100	1	2222
ma	248	764	0	0	0	0	1s	100	1	2222
ma	252	780	0	0	0	0	1s	100	1	2222
ma	249	795	0	0	0	0	1s	100	1	2222
ma	210	820	0	0	0	0	1s	100	1	2222
ma	185	821	0	0	0	0	1s	100	1	2222
ma	171	821	0	0	0	0	1s	100	1	2222
ma	149	823	0	0	0	0	1s	100	1	2222
ma	138	816	0	0	0	0	1s	100	1	2222
ma	124	811	0	0	0	0	1s	100	1	2222
ma	112	805	0	0	0	0	1s	100	1	2222
ma	102	795	0	0	0	0	1s	100	1	2222
ma	102	785	0	0	0	0	1s	100	1	2222
ma	105	773	0	0	0	0	1s	100	1	2222
ma	108	752	0	0	0	0	1s	100	1	2222
ma	113	693	0	0	0	0	1s	100	1	2222
ma	119	721	0	0	0	0	1s	100	1	2222
ma	148	722	0	0	0	0	1s	100	1	2222
ma	171	714	0	0	0	0	1s	100	1	2222
ma	170	701	0	0	0	0	1s	100	1	2222
ma	139	699	0	0	0	0	1s	100	1	2222
ma	129	705	0	0	0	0	1s	100	1	2222
ma	139	715	0	0	0	0	1s	100	1	2222
ma	159	713	0	0	0	0	1s	100	1	2222
ma	154	705	0	0	0	0	1s	100	1	2222
ma	168	686	0	0	0	0	1s	100	1	2222
ma	178	687	0	0	0	0	1s	100	1	2222
ma	199	691	0	0	0	0	1s	100	1	2222
ma	194	716	0	0	0	0	1s	100	1	2222
ma	178	726	0	0	0	0	1s	100	1	2222
ma	162	736	0	0	0	0	1s	100	1	2222
ma	148	736	0	0	0	0	1s	100	1	2222
ma	143	728	0	0	0	0	1s	100	1	2222
ma	170	720	0	0	0	0	1s	100	1	2222
ma	125	681	0	0	0	0	1s	100	1	2222
ma	155	692	0	0	0	0	1s	100	1	2222
ma	142	684	0	0	0	0	1s	100	1	2222
ma	116	706	0	0	0	0	1s	100	1	2222
ma	126	732	0	0	0	0	1s	100	1	2222
ma	261	538	0	0	0	0	1s	100	1	2223
ma	261	543	0	0	0	0	1s	100	1	2223
ma	247	553	0	0	0	0	1s	100	1	2223
ma	240	572	0	0	0	0	1s	100	1	2223
ma	238	588	0	0	0	0	1s	100	1	2223
ma	234	598	0	0	0	0	1s	100	1	2223
ma	250	606	0	0	0	0	1s	100	1	2223
ma	244	610	0	0	0	0	1s	100	1	2223
ma	269	627	0	0	0	0	1s	100	1	2223
ma	279	640	0	0	0	0	1s	100	1	2223
ma	277	651	0	0	0	0	1s	100	1	2223
ma	281	663	0	0	0	0	1s	100	1	2223
ma	285	666	0	0	0	0	1s	100	1	2223
ma	279	674	0	0	0	0	1s	100	1	2223
ma	272	682	0	0	0	0	1s	100	1	2223
ma	274	693	0	0	0	0	1s	100	1	2223
ma	269	696	0	0	0	0	1s	100	1	2223
ma	271	709	0	0	0	0	1s	100	1	2223
ma	259	712	0	0	0	0	1s	100	1	2223
ma	263	703	0	0	0	0	1s	100	1	2223
ma	252	731	0	0	0	0	1s	100	1	2223
ma	257	737	0	0	0	0	1s	100	1	2223
ma	252	747	0	0	0	0	1s	100	1	2223
ma	238	756	0	0	0	0	1s	100	1	2223
ma	249	756	0	0	0	0	1s	100	1	2223
ma	245	771	0	0	0	0	1s	100	1	2223
ma	242	784	0	0	0	0	1s	100	1	2223
ma	259	782	0	0	0	0	1s	100	1	2223
ma	257	790	0	0	0	0	1s	100	1	2223
ma	193	820	0	0	0	0	1s	100	1	2223
ma	189	816	0	0	0	0	1s	100	1	2223
ma	175	824	0	0	0	0	1s	100	1	2223
ma	164	817	0	0	0	0	1s	100	1	2223
ma	164	819	0	0	0	0	1s	100	1	2223
ma	159	822	0	0	0	0	1s	100	1	2223
ma	136	825	0	0	0	0	1s	100	1	2223
ma	145	815	0	0	0	0	1s	100	1	2223
ma	131	803	0	0	0	0	1s	100	1	2223
ma	132	809	0	0	0	0	1s	100	1	2223
ma	125	819	0	0	0	0	1s	100	1	2223
ma	114	814	0	0	0	0	1s	100	1	2223
ma	103	806	0	0	0	0	1s	100	1	2223
ma	115	800	0	0	0	0	1s	100	1	2223
ma	106	788	0	0	0	0	1s	100	1	2223
ma	96	774	0	0	0	0	1s	100	1	2223
ma	97	764	0	0	0	0	1s	100	1	2223
ma	105	761	0	0	0	0	1s	100	1	2223
ma	111	731	0	0	0	0	1s	100	1	2223
ma	105	710	0	0	0	0	1s	100	1	2223
ma	123	692	0	0	0	0	1s	100	1	2223
ma	136	707	0	0	0	0	1s	100	1	2223
ma	136	731	0	0	0	0	1s	100	1	2223
ma	154	731	0	0	0	0	1s	100	1	2223
ma	155	716	0	0	0	0	1s	100	1	2223
ma	150	707	0	0	0	0	1s	100	1	2223
ma	164	708	0	0	0	0	1s	100	1	2223
