m	224	153	150	200	0	0	1800s	100	1	8005
m	179	817	150	200	0	0	1800s	100	1	8004
m	900	873	200	150	0	0	1700s	100	1	8003
m	556	901	200	150	0	0	1800s	100	1	8002
m	775	92	200	150	0	0	1700s	100	1	8001
m	712	965	150	150	0	0	1650s	100	1	8001
m	276	1107	200	150	0	0	1800s	100	1	8002
m	865	809	200	150	0	0	1850s	100	1	8003
m	870	835	200	150	0	0	1800s	100	1	8003
m	213	472	150	150	0	0	1550s	100	1	8003
m	494	930	200	150	0	0	1800s	100	1	8003
m	850	585	200	150	0	0	1050s	100	1	8003


r	76	70	100	100	0	0	3555s	100	1	2001
r	583	71	100	100	0	0	3560s	100	1	2001
r	203	90	100	100	0	0	3565s	100	1	2001
r	607	90	100	100	0	0	3570s	100	1	2001
r	603	117	100	100	0	0	3575s	100	1	2001
r	223	148	100	100	0	0	3580s	100	1	2001
r	340	174	100	100	0	0	3585s	100	1	2001
r	739	222	100	100	0	0	3590s	100	1	2001
r	822	260	100	100	0	0	3595s	100	1	2001
r	492	341	100	100	0	0	3600s	100	1	2001
r	302	343	100	100	0	0	3605s	100	1	2001
r	910	347	100	100	0	0	3610s	100	1	2001
r	553	372	100	100	0	0	3615s	100	1	2001
r	182	524	100	100	0	0	3620s	100	1	2001
r	94	619	100	100	0	0	3625s	100	1	2001
r	360	672	100	100	0	0	3630s	100	1	2001
r	524	700	100	100	0	0	3635s	100	1	2001
r	523	716	100	100	0	0	3640s	100	1	2001
r	563	720	100	100	0	0	3645s	100	1	2001
r	198	807	100	100	0	0	3650s	100	1	2001

